cyclecount,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53
1080,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-73.17435,-86.07832,86.11765,60.03335,22.32336,165.03335,13.90244,270.03335,13.55497,-72.36878,-97.23204,96.47059,60.03335,24.67116,165.03335,7.68293,270.03335,16.30513,-69.12244,-93.19393,94.58824,60.03335,24.15598,165.03335,11.34146,270.03335,22.36481
1081,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-73.53348,-85.59971,85.17647,60.08894,22.2864,165.08894,13.90244,270.08894,10.33677,-72.38209,-97.24705,96.47059,60.08894,24.63662,165.08894,7.68293,270.08894,24.3144,-68.89005,-92.97357,94.58824,60.08894,24.11041,165.08894,11.34146,270.08894,14.96136
1082,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-73.62534,-85.40846,83.76471,60.14452,22.27051,165.14452,13.90244,270.14452,13.52165,-72.31725,-97.1405,96.47059,60.14452,24.61935,165.14452,7.68293,270.14452,30.0,-68.37024,-92.883,95.52941,60.14452,24.02597,165.14452,11.34146,270.14452,12.04659
1083,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-73.52036,-85.05666,83.76471,60.20011,22.24576,165.20011,13.90244,270.20011,19.62462,-72.24044,-97.0282,96.47059,60.20011,24.60207,165.20011,7.68293,270.20011,30.0,-67.81534,-92.60378,95.52941,60.20011,23.92628,165.20011,11.34146,270.20011,16.18818
1084,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-73.39067,-84.63842,84.70588,60.2557,22.22052,165.2557,13.90244,270.2557,27.25916,-72.17613,-96.9219,96.47059,60.2557,24.5848,165.2557,7.68293,270.2557,30.0,-67.27741,-92.06794,95.52941,60.2557,23.80345,165.2557,8.41463,270.2557,12.6192
1085,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-73.11831,-84.0781,83.76471,60.31128,22.18133,165.31128,13.90244,270.31128,16.4681,-72.10868,-96.81409,96.47059,60.31128,24.56753,165.31128,7.68293,270.31128,30.0,-66.92495,-91.70284,95.52941,60.31128,23.71763,165.31128,8.41463,270.31128,7.32886
1086,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-72.73219,-83.5591,83.76471,60.36687,22.13774,165.36687,13.90244,270.36687,11.68621,-72.03449,-96.70305,96.47059,60.36687,24.55026,165.36687,7.68293,270.36687,30.0,-66.56565,-91.19612,94.11765,60.36687,23.6332,165.36687,8.41463,270.36687,9.96554
1087,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-72.24293,-83.07423,83.76471,60.42246,22.09238,165.42246,13.90244,270.42246,12.86514,-71.96963,-96.59649,96.47059,60.42246,24.53299,165.42246,7.68293,270.42246,30.0,-66.14688,-90.43749,93.17647,60.42246,23.52892,165.42246,8.41463,270.42246,12.78216
1088,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-71.71932,-82.66564,83.76471,60.47804,22.03736,165.47804,13.90244,270.47804,12.18933,-71.90011,-96.48769,96.0,60.47804,24.51572,165.47804,5.12195,270.47804,30.0,-66.19613,-89.71202,93.17647,60.47804,23.43522,165.47804,8.41463,270.47804,9.2176
1089,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-71.11826,-82.2963,83.76471,60.53363,21.9763,165.53363,13.90244,270.53363,10.67151,-71.7635,-96.24815,96.0,60.53363,24.47845,165.53363,5.12195,270.53363,30.0,-66.65039,-89.16752,91.76471,60.53363,23.35123,165.53363,8.41463,270.53363,8.43617
1090,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-70.59699,-81.87752,83.76471,60.58922,21.9175,165.58922,13.90244,270.58922,10.95416,-71.38879,-95.83499,96.94118,60.58922,24.399,165.58922,5.12195,270.58922,6.46654,-67.09156,-88.70714,91.76471,60.58922,23.27528,165.58922,8.41463,270.58922,11.89437
1091,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-70.16328,-81.41508,84.70588,60.6448,21.85782,165.6448,13.90244,270.6448,13.4384,-71.12778,-95.34989,96.47059,60.6448,24.3251,165.6448,5.12195,270.6448,10.19422,-67.75836,-88.42302,90.82353,60.6448,23.21193,165.6448,8.41463,270.6448,8.09755
1092,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-69.7409,-80.93095,84.70588,60.70039,21.79313,165.70039,13.90244,270.70039,15.839,-70.83228,-94.86804,96.47059,60.70039,24.2401,165.70039,5.12195,270.70039,13.59616,-68.44127,-88.16676,90.82353,60.70039,23.14747,165.70039,8.41463,270.70039,10.19024
1093,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-69.33558,-80.46487,85.17647,60.75598,21.73512,165.75598,13.90244,270.75598,12.72112,-70.41789,-94.31677,95.52941,60.75598,24.14721,165.75598,5.4878,270.75598,13.55497,-69.19118,-87.94305,89.88235,60.75598,23.08117,165.75598,10.2439,270.75598,9.27614
1094,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-68.90431,-80.03156,85.17647,60.81156,21.67405,165.81156,13.90244,270.81156,12.8241,-70.09887,-93.73708,95.52941,60.81156,24.05395,165.81156,4.7561,270.81156,10.33113,-69.81908,-87.69069,88.94118,60.81156,23.00194,165.81156,10.2439,270.81156,8.87502
1095,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-68.45105,-79.5888,86.58824,60.86715,21.61206,165.86715,13.90244,270.86715,11.52693,-69.62674,-93.19732,94.58824,60.86715,23.94342,165.86715,4.7561,270.86715,10.77158,-70.40425,-87.34204,88.47059,60.86715,22.92912,165.86715,10.2439,270.86715,11.00762
1096,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-68.09149,-79.05218,86.11765,60.92273,21.54751,165.92273,13.90244,270.92273,10.61402,-69.10376,-92.72714,94.58824,60.92273,23.83904,165.92273,4.88645,270.92273,10.16776,-71.08613,-87.11951,88.0,60.92273,22.84912,165.92273,8.14802,270.92273,10.80786
1097,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-67.71505,-78.56211,86.11765,60.97832,21.48338,165.97832,13.90244,270.97832,11.32377,-68.74412,-92.31411,94.11765,60.97832,23.75651,165.97832,5.12195,270.97832,8.83557,-71.91466,-86.94286,87.52941,60.97832,22.76338,165.97832,8.41463,270.97832,8.81121
1098,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-67.2654,-78.15684,87.05882,61.03391,21.41714,166.03391,13.90244,271.03391,13.55497,-68.42328,-92.0421,94.58824,61.03391,23.69434,166.03391,5.12195,271.03391,16.84588,-72.6697,-86.56273,86.58824,61.03391,22.68713,166.03391,8.41463,271.03391,6.70287
1099,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-66.71228,-77.80449,87.05882,61.08949,21.34563,166.08949,13.90244,271.08949,13.09059,-67.98387,-91.75293,94.58824,61.08949,23.61355,166.08949,5.17889,271.08949,17.58754,-73.22441,-85.96759,86.11765,61.08949,22.63174,166.08949,8.04878,271.08949,7.68174
1100,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-66.13822,-77.49071,88.0,61.14508,21.275,166.14508,13.90244,271.14508,11.68621,-67.47124,-91.40496,94.11765,61.14508,23.51817,166.14508,5.85366,271.14508,14.92875,-73.36562,-85.2617,84.70588,61.14508,22.58696,166.14508,8.04878,271.14508,9.78675
1101,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-65.51545,-77.2841,88.0,61.20067,21.20202,166.20067,13.90244,271.20067,11.68621,-67.08906,-91.13609,94.11765,61.20067,23.456,166.20067,5.4878,271.20067,14.80093,-73.21285,-84.55922,84.70588,61.20067,22.53112,166.20067,8.04878,271.20067,10.12892
1102,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-64.86441,-77.12716,88.94118,61.25625,21.11919,166.25625,13.90244,271.25625,11.68621,-66.61256,-90.78036,94.11765,61.25625,23.3683,166.25625,5.4878,271.25625,17.06927,-72.82234,-83.95926,83.76471,61.25625,22.48391,166.25625,8.78049,271.25625,8.81121
1103,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-64.19322,-76.98691,89.88235,61.31184,21.03449,166.31184,13.90244,271.31184,12.61018,-66.3813,-90.36261,93.17647,61.31184,23.30095,166.31184,6.21951,271.31184,13.51394,-72.1936,-83.44389,83.76471,61.31184,22.42947,166.31184,8.78049,271.31184,9.45813
1104,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-63.63513,-76.96141,89.88235,61.36743,20.96966,166.36743,13.90244,271.36743,9.39362,-66.26901,-89.75243,93.17647,61.36743,23.21632,166.36743,6.21951,271.36743,14.86707,-71.52301,-83.052,83.76471,61.36743,22.3751,166.36743,8.78049,271.36743,9.1616
1105,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-63.21019,-76.92387,90.82353,61.42301,20.91828,166.42301,13.90244,271.42301,12.3497,-66.55032,-89.22836,91.76471,61.42301,23.13821,166.42301,6.58537,271.42301,14.7153,-71.13293,-82.76479,84.23529,61.42301,22.33294,166.42301,8.78049,271.42301,10.87639
1106,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-62.97914,-76.94451,90.82353,61.4786,20.88849,166.4786,13.90244,271.4786,17.69698,-66.92591,-88.78421,91.76471,61.4786,23.05876,166.4786,6.58537,271.4786,12.39154,-70.69138,-82.38029,83.76471,61.4786,22.29322,166.4786,8.78049,271.4786,12.89985
1107,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-62.70894,-76.86741,90.82353,61.53419,20.85448,166.53419,13.90244,271.53419,24.56772,-67.61955,-88.62478,91.76471,61.53419,22.97028,166.53419,6.21951,271.53419,13.51394,-70.10846,-81.86672,84.70588,61.53419,22.24329,166.53419,8.99662,271.53419,13.55497
1108,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-62.38571,-76.65795,91.29412,61.58977,20.81475,166.58977,13.90244,271.58977,30.0,-68.31103,-88.4647,90.82353,61.58977,22.8826,166.58977,6.05621,271.58977,9.76563,-69.60668,-81.32657,84.70588,61.58977,22.18915,166.58977,9.14634,271.58977,10.56451
1109,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-62.00716,-76.31926,91.29412,61.64536,20.76307,166.64536,13.90244,271.64536,5.84784,-69.03693,-88.17556,89.88235,61.64536,22.79584,166.64536,6.21951,271.64536,9.82052,-69.22787,-80.87764,85.64706,61.64536,22.1338,166.64536,9.14634,271.64536,10.12892
1110,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-61.70156,-75.95261,91.29412,61.70094,20.71803,166.70094,13.90244,271.70094,4.45514,-69.79206,-87.86025,88.94118,61.70094,22.7172,166.70094,6.21951,271.70094,9.27131,-68.61211,-80.23074,85.17647,61.70094,22.04577,166.70094,9.14634,271.70094,10.12892
1111,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-61.31906,-75.6398,91.29412,61.75653,20.67425,166.75653,13.90244,271.75653,12.30575,-70.49578,-87.61421,88.94118,61.75653,22.6473,166.75653,6.21951,271.75653,11.08685,-68.14039,-79.64977,86.58824,61.75653,21.97187,166.75653,9.14634,271.75653,7.75615
1112,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-60.84375,-75.31425,90.82353,61.81212,20.62658,166.81212,13.90244,271.81212,17.49801,-71.2571,-87.4237,88.0,61.81212,22.58167,166.81212,6.21951,271.81212,8.71449,-67.77499,-79.15215,86.11765,61.81212,21.90831,166.81212,9.14634,271.81212,8.79972
1113,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-60.35514,-74.95342,91.29412,61.8677,20.58383,166.8677,13.90244,271.8677,15.839,-72.00887,-87.22322,87.52941,61.8677,22.51127,166.8677,6.21951,271.8677,7.25408,-67.24047,-78.794,87.05882,61.8677,21.84476,166.8677,9.14634,271.8677,11.387
1114,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-59.85735,-74.55514,91.29412,61.92329,20.55103,166.92329,13.90244,271.92329,15.76195,-72.64863,-86.83622,86.58824,61.92329,22.44177,166.92329,6.21951,271.92329,9.15928,-66.67524,-78.48071,87.05882,61.92329,21.77947,166.92329,9.14634,271.92329,13.0919
1115,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-59.38161,-74.0417,91.29412,61.97888,20.5272,166.97888,13.90244,271.97888,13.6574,-73.23746,-86.19942,86.11765,61.97888,22.36751,166.97888,6.21951,271.97888,17.62684,-65.98057,-78.22463,87.52941,61.97888,21.71981,166.97888,9.14634,271.97888,10.49029
1116,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-58.87355,-73.4547,91.29412,62.03446,20.50187,167.03446,13.90244,272.03446,9.07843,-73.37387,-85.37287,84.70588,62.03446,22.29324,167.03446,5.83332,272.03446,6.98255,-65.41267,-78.11371,88.47059,62.03446,21.68009,167.03446,9.14634,272.03446,9.67095
1117,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-58.47452,-72.80603,91.29412,62.09005,20.48575,167.09005,13.90244,272.09005,8.81121,-73.31964,-84.52802,84.70588,62.09005,22.21939,167.09005,5.12195,272.09005,7.89454,-64.80489,-78.1622,88.47059,62.09005,21.64037,167.09005,9.14634,272.09005,12.53111
1118,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-58.18979,-72.10727,90.82353,62.14564,20.4741,167.14564,13.90244,272.14564,8.81121,-73.27961,-83.99312,83.76471,62.14564,22.16585,167.14564,5.12195,272.14564,9.10862,-64.21643,-78.26601,89.88235,62.14564,21.60064,167.14564,9.14634,272.14564,15.839
1119,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-57.9547,-71.39388,90.35294,62.20122,20.46546,167.20122,13.90244,272.20122,11.43283,-73.38736,-83.99729,83.76471,62.20122,22.14947,167.20122,5.12195,272.20122,26.96098,-63.73704,-78.26879,89.88235,62.20122,21.56234,167.20122,9.14634,272.20122,15.839
1120,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-57.86826,-70.68346,90.35294,62.25681,20.45754,167.25681,13.90244,272.25681,8.81121,-73.33193,-83.95923,83.76471,62.25681,22.14083,167.25681,5.12195,272.25681,30.0,-63.39676,-78.03455,90.82353,62.25681,21.52829,167.25681,9.14634,272.25681,15.839
1121,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-57.94112,-69.97088,89.88235,62.3124,20.45682,167.3124,13.90244,272.3124,10.12892,-73.29216,-83.92194,83.76471,62.3124,22.1378,167.3124,4.39024,272.3124,30.0,-62.89182,-77.63741,90.82353,62.3124,21.46599,167.3124,9.35066,272.3124,17.35002
