cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64
604,0.291545,0.0,0.0,0.005047,0.0,0.0,0.0,0.010893,0.0,0.0,0.013055,0.0,0.009421,0.0,0.004723,0.001248,0.0,0.001354,0.001037,0.000285,0.002231,0.003235,0.001306,0.002722,0.001157,0.002167,0.001894,0.002321,0.001255,0.004375,0.141221,3.259945,0.088329,0.010949,0.010491,0.005933,0.002749,2.111115,2.311794,0.02438,0.015078,5.765204,0.155548,0.014117,5.267998,0.018471,4.040387,0.016991,6.634038,5.890132,0.092755,3.302169,1.58607,1.015464,0.977493,0.753494,0.526377,0.778412,0.042164,0.04148,0.009351,0.008307,0.01093,0.025542
605,0.304313,0.0,0.0,0.014449,0.0,0.0,0.0,0.008712,0.0,0.0,0.010675,0.0,0.012672,0.0,0.009568,0.001659,0.0,0.001999,0.00115,0.001411,0.008198,0.018242,0.031678,0.030585,0.031577,0.037371,0.026259,0.030483,0.023053,0.027264,0.134407,3.048168,0.059704,0.078416,0.063763,0.033077,0.016449,2.146149,4.484132,0.052452,0.094208,5.897184,0.094887,0.074259,5.019434,0.062798,3.692561,0.073339,6.144351,5.837968,0.162717,3.41667,1.485854,0.925473,0.840981,0.711437,0.498445,0.721192,0.038664,0.035105,0.011657,0.009078,0.010357,0.022347
606,0.335154,0.0,0.0,0.032586,0.0,0.0,0.0,0.031769,0.0,0.0,0.021595,0.0,0.020985,0.0,0.033708,0.015038,0.0,0.00325,0.010108,0.015102,0.020211,0.063342,0.197342,0.228547,0.0985,0.096861,0.080335,0.17456,0.171093,0.262021,1.722243,1.442757,0.118571,0.618949,0.475572,0.226763,0.173301,1.136277,2.658289,0.394123,2.731785,3.320914,0.355271,2.78709,2.256736,2.208531,1.795356,2.998394,2.870591,2.840572,1.900211,1.924053,0.802021,0.54557,0.425959,0.447667,0.431922,0.374425,0.024753,0.016728,0.00884,0.010429,0.008818,0.014483
607,0.365396,0.0,0.0,0.003397,0.0,0.0,0.0,0.007737,0.0,0.0,0.019479,0.0,0.020741,0.0,0.011541,0.007671,0.0,0.001845,0.005505,0.002869,0.002602,0.008322,0.009028,0.007752,0.010699,0.012029,0.00938,0.009755,0.018477,0.103845,3.459863,1.237095,0.027178,0.017515,0.022985,0.012931,0.125021,2.770612,0.431842,0.029147,0.816304,7.999219,0.030516,6.023672,0.73821,2.432528,5.01786,8.0,0.93204,7.322966,6.053688,1.540983,1.242038,1.235512,0.901334,0.873361,0.968851,0.901714,0.031466,0.012684,0.00878,0.009525,0.007785,0.02964
608,0.377529,0.0,0.0,0.003347,0.0,0.0,0.0,0.008894,0.0,0.0,0.008699,0.0,0.019801,0.0,0.017107,0.002302,0.0,0.000752,0.000898,0.001515,0.002386,0.002678,0.001152,0.00287,0.003595,0.005612,0.003984,0.003217,0.009883,0.049929,3.583946,1.417573,0.012069,0.0051,0.007127,0.006962,0.084571,2.52333,0.073214,0.019688,0.515925,7.442735,0.014099,6.790698,0.475909,0.485883,4.974082,7.562839,0.276707,7.050316,5.849616,1.574681,1.247793,1.115349,0.936571,0.852944,0.955264,0.707811,0.021897,0.008504,0.010954,0.009092,0.012511,0.030078
609,0.389482,0.0,0.0,0.00703,0.0,0.0,0.0,0.005981,0.0,0.0,0.00794,0.0,0.006199,0.0,0.007481,0.000595,0.0,0.000884,0.00038,0.001311,0.001288,0.002151,0.000513,0.003886,0.003086,0.00631,0.001472,0.003873,0.004703,0.0355,3.539397,1.744581,0.012474,0.007497,0.006749,0.0065,0.049554,2.712621,0.0351,0.017097,0.321091,7.338812,0.012018,6.064781,1.764463,0.284574,4.255946,7.002353,0.110144,7.181359,5.682806,1.546827,1.279369,1.244226,1.001416,0.870795,0.988429,0.766191,0.051017,0.016726,0.014397,0.007156,0.006917,0.0242
610,0.328614,0.0,0.0,0.016076,0.0,0.0,0.0,0.014193,0.0,0.0,0.018347,0.0,0.01723,0.0,0.011485,0.001969,0.0,0.001596,0.002523,0.001887,0.000862,0.002803,0.003782,0.002382,0.003294,0.003891,0.001603,0.004015,0.005074,0.011348,3.407234,1.710286,0.023083,0.011786,0.007162,0.007136,0.01655,2.635998,0.030903,0.012388,0.115838,7.208994,0.021176,6.05289,1.84296,0.086416,4.319846,6.805109,0.074491,6.48861,5.186309,1.431775,1.207433,1.200524,0.995722,0.893774,1.073977,0.868595,0.038308,0.016186,0.010865,0.013866,0.011168,0.028462
611,0.300748,0.0,0.0,0.017842,0.0,0.0,0.0,0.019858,0.0,0.0,0.020294,0.0,0.013092,0.0,0.013993,0.005414,0.0,0.003611,0.002575,0.000706,0.001816,0.003083,0.002095,0.002151,0.005471,0.006071,0.001595,0.004643,0.004178,0.012807,3.258052,1.63097,0.017784,0.009813,0.006229,0.004512,0.01716,2.52111,0.024544,0.013685,0.104473,6.896597,0.006597,5.787655,1.753586,0.08823,4.132554,6.504675,0.064671,6.197915,4.96406,1.371312,1.154197,1.148156,0.95266,0.851759,1.028151,0.821883,0.045175,0.017369,0.013282,0.012279,0.011436,0.026679
612,0.283132,0.0,0.0,0.003485,0.0,0.0,0.0,0.011865,0.0,0.0,0.012898,0.0,0.012361,0.0,0.00822,0.000684,0.0,0.001504,0.003048,0.002516,0.000708,0.001769,0.003253,0.002884,0.00369,0.003454,0.000797,0.004468,0.005687,0.009864,3.115628,1.56209,0.018245,0.01144,0.005918,0.00638,0.012852,2.410712,0.021326,0.013053,0.099228,6.592168,0.012289,5.541088,1.685472,0.083397,3.955279,6.221061,0.064128,5.929616,4.743077,1.314183,1.107423,1.106319,0.907427,0.823194,0.981104,0.790132,0.044619,0.012501,0.012331,0.009611,0.009846,0.024078
613,0.297673,0.0,0.0,0.003943,0.0,0.0,0.0,0.001774,0.0,0.0,0.004678,0.0,0.004063,0.0,0.000162,0.000462,0.0,0.000392,5.1e-05,0.000263,0.000322,0.000273,0.000179,0.000825,0.001115,0.001916,0.001285,0.000765,0.001921,0.00886,3.014407,1.502931,0.004397,0.002847,0.002492,0.000943,0.015064,2.333144,0.013898,0.007554,0.101963,6.378183,0.005313,5.354813,1.61215,0.083337,3.821156,6.013964,0.059493,5.732525,4.587652,1.268187,1.068396,1.064396,0.882721,0.793108,0.954028,0.760502,0.038274,0.013769,0.009394,0.009121,0.009253,0.027029
614,0.297342,0.0,0.0,0.001188,0.0,0.0,0.0,0.001642,0.0,0.0,0.001885,0.0,0.001048,0.0,0.002882,0.001135,0.0,0.00088,0.000577,0.00039,0.000368,0.000579,0.000807,0.000312,0.001069,0.000652,0.000324,0.000541,0.000854,0.011506,3.008659,1.504884,0.006454,0.001191,0.001968,0.001681,0.019876,2.329305,0.017553,0.005556,0.111925,6.374496,0.005756,5.351457,1.615902,0.09485,3.821452,6.025942,0.067044,5.70424,4.567195,1.259926,1.060081,1.062768,0.875652,0.785387,0.951577,0.76324,0.031446,0.014283,0.011032,0.009159,0.009124,0.025817
615,0.301224,0.0,0.0,0.002986,0.0,0.0,0.0,0.005223,0.0,0.0,0.004908,0.0,0.005353,0.0,0.00638,0.002125,0.0,0.000397,0.000933,0.000817,0.000188,0.000903,0.001238,0.000989,0.000802,0.001493,0.000803,0.000714,0.001183,0.010306,3.049977,1.771378,0.010291,0.005687,0.003049,0.002025,0.022149,2.378838,0.022107,0.005641,0.150983,6.597769,0.012853,5.642976,3.226503,0.133614,4.127657,6.695594,0.157113,6.502728,4.924882,1.284328,1.045546,0.988399,0.805002,0.690759,0.836406,0.589864,0.025711,0.012647,0.009393,0.008427,0.009962,0.023392
616,0.303313,0.0,0.0,0.006518,0.0,0.0,0.0,0.005806,0.0,0.0,0.009947,0.0,0.0093,0.0,0.004823,0.002291,0.0,0.001266,0.00114,0.000462,0.000835,0.001397,0.00131,0.001176,0.001814,0.002212,0.001151,0.000952,0.001641,0.009383,3.061121,1.853983,0.008795,0.004731,0.0025,0.003512,0.016516,2.382368,0.019774,0.010983,0.096215,6.571366,0.011557,5.582365,3.698101,0.066708,4.053253,6.500092,0.188852,6.229374,4.64386,1.191781,0.957735,0.961616,0.801709,0.729189,0.936279,0.722625,0.031418,0.010672,0.009344,0.007157,0.009879,0.028356
617,0.295424,0.0,0.0,0.002259,0.0,0.0,0.0,0.006532,0.0,0.0,0.005584,0.0,0.002274,0.0,0.003073,0.000831,0.0,0.000689,0.000611,0.000987,0.000583,0.000374,0.000715,0.00196,0.001717,0.000586,0.000615,0.00068,0.001546,0.018774,2.978207,1.432824,0.014414,0.009596,0.004932,0.003143,0.027518,2.281125,0.025472,0.009884,0.146188,6.139042,0.021205,5.040647,1.345385,0.086491,3.502634,5.920071,0.122342,6.007315,4.69393,1.260587,1.027918,0.982007,0.775835,0.666609,0.741918,0.617329,0.02344,0.010663,0.008999,0.006724,0.010222,0.026577
618,0.298726,0.0,0.0,0.005454,0.0,0.0,0.0,0.001819,0.0,0.0,0.004931,0.0,0.002127,0.0,0.000267,0.000719,0.0,0.000997,0.000557,2.3e-05,0.000204,0.001251,0.000752,0.00059,0.000757,0.000545,0.000611,0.000935,0.003443,0.033963,2.861224,1.108146,0.007138,0.002692,0.002478,0.00238,0.047231,2.028381,0.017531,0.009654,0.173861,5.977645,0.007636,5.478754,0.061946,0.199201,4.037785,6.18792,0.061556,5.727857,4.827804,1.326568,1.051494,0.932705,0.804294,0.76087,0.854222,0.664644,0.024422,0.017284,0.008039,0.007802,0.009891,0.021937
619,0.296177,0.0,0.0,0.001193,0.0,0.0,0.0,0.004811,0.0,0.0,0.002827,0.0,0.004253,0.0,0.006325,0.002069,0.0,0.000482,0.000328,0.000712,0.000837,0.000616,0.000969,0.000794,0.001366,0.001998,0.000525,0.000926,0.002775,0.026834,2.942553,1.309996,0.020854,0.00718,0.005503,0.003639,0.043887,2.20322,0.046381,0.014082,0.252072,5.69699,0.018372,4.96526,0.843382,0.187585,3.876209,6.523452,0.187579,6.383522,4.760254,1.199064,0.910807,0.928723,0.782126,0.70214,0.800027,0.617474,0.025238,0.010769,0.006668,0.009386,0.009573,0.024983
620,0.310334,0.0,0.0,0.020682,0.0,0.0,0.0,0.005623,0.0,0.0,0.003874,0.0,0.008549,0.0,0.01225,0.005967,0.0,0.002961,0.002102,0.001521,0.00146,0.004018,0.008348,0.014299,0.01422,0.031435,0.018596,0.026115,0.080624,0.09929,2.784155,1.681677,0.035295,0.01335,0.040198,0.097085,0.102599,2.127738,0.080188,0.092238,0.093987,5.936624,0.072026,5.081241,3.024155,0.103419,3.684693,6.029226,0.147683,5.839732,4.43308,1.164489,0.935745,0.893408,0.732755,0.627347,0.714614,0.551957,0.025725,0.018014,0.011284,0.012019,0.008509,0.021791
621,0.387653,0.0,0.0,0.014653,0.0,0.0,0.0,0.014318,0.0,0.0,0.012421,0.0,0.012065,0.0,0.010736,0.006592,0.0,0.005077,0.004762,0.002742,0.002683,0.009017,0.005808,0.050509,0.066719,0.068788,0.036384,0.033954,0.403362,1.064869,1.363097,0.82856,0.070633,0.062617,0.102092,2.449693,3.509358,1.101024,0.074102,1.010687,0.951348,2.855629,0.696694,2.47317,2.285541,0.499231,1.694088,2.922774,0.501844,2.974565,3.022389,3.559254,0.423243,0.509369,0.406045,0.397214,0.571495,0.300402,0.504208,0.314834,0.010851,0.009689,0.010106,0.011874
622,0.366812,0.0,0.0,0.015062,0.0,0.0,0.0,0.0156,0.0,0.0,0.005988,0.0,0.001842,0.0,0.003192,0.002085,0.0,0.002843,0.002889,0.001802,0.001761,0.001158,0.001245,0.002073,0.001815,0.006227,0.005603,0.007216,0.052549,1.928198,0.421622,0.219253,0.019633,0.008152,0.020315,3.559945,7.997247,0.307776,0.025405,0.937379,2.084073,0.831922,1.391904,0.669895,5.330516,0.711107,3.480325,0.897746,1.090565,2.049301,6.954382,7.45182,0.671648,1.035354,0.882937,0.407943,0.815459,0.430706,1.150257,0.661771,0.014155,0.012977,0.008916,0.023478
623,0.366236,0.0,0.0,0.00796,0.0,0.0,0.0,0.007205,0.0,0.0,0.016722,0.0,0.013286,0.0,0.0063,0.003987,0.0,0.002339,0.0009,0.001287,0.001247,0.001862,0.0015,0.001331,0.00325,0.004716,0.004961,0.006528,0.049572,1.8834,0.118311,0.054887,0.011186,0.007437,0.019593,1.904648,7.309979,0.086416,0.018749,0.329635,1.876336,0.268533,1.377443,0.230876,5.561193,2.824208,3.683111,0.255976,1.114553,1.859305,7.133429,8.0,0.700636,1.026927,0.842467,0.396344,0.792158,0.370289,1.081641,0.612528,0.013228,0.013635,0.009061,0.02602
624,0.358123,0.0,0.0,0.005435,0.0,0.0,0.0,0.006009,0.0,0.0,0.004779,0.0,0.010465,0.0,0.006988,0.00281,0.0,0.002418,0.001843,0.000388,0.001536,0.002695,0.000746,0.00152,0.002681,0.003471,0.002247,0.007206,0.057658,1.745604,0.15532,0.015936,0.004262,0.007438,0.012859,0.828975,7.005338,0.033005,0.024165,0.056855,2.018293,0.064086,1.325179,0.097517,4.492226,4.950381,3.554632,0.065796,1.146962,1.846303,7.043374,7.928935,0.640124,1.00226,0.844916,0.366651,0.830522,0.380443,1.14045,0.643712,0.019014,0.010409,0.013174,0.024344
625,0.319649,0.0,0.0,0.008215,0.0,0.0,0.0,0.006576,0.0,0.0,0.007181,0.0,0.013645,0.0,0.009348,0.001284,0.0,0.00153,0.001139,0.00118,0.001318,0.001897,0.002171,0.002606,0.001927,0.003422,0.003222,0.003806,0.042561,1.664484,0.149876,0.00338,0.005778,0.007589,0.011743,0.754252,6.845804,0.015083,0.022285,0.014343,1.941054,0.010679,1.242292,0.093944,4.05976,5.002587,3.49347,0.009456,1.079574,1.832302,7.085145,7.531504,0.604602,1.039315,0.761453,0.399252,0.828138,0.423574,1.042147,0.693696,0.02026,0.010631,0.008695,0.025303
626,0.269928,0.0,0.0,0.004276,0.0,0.0,0.0,0.005588,0.0,0.0,0.001337,0.0,0.006716,0.0,0.009117,0.0042,0.0,0.003085,0.002052,0.001344,0.000472,0.000899,0.001939,0.005246,0.002883,0.002798,0.002465,0.003815,0.046305,1.598169,0.144493,0.005682,0.004984,0.004858,0.010079,0.713497,6.572006,0.016505,0.026374,0.027977,1.870986,0.009901,1.192898,0.090715,3.896595,4.7986,3.352925,0.00699,1.036949,1.754366,6.808422,7.232953,0.583898,1.000095,0.729358,0.383457,0.795326,0.405797,1.000022,0.663668,0.013132,0.010892,0.0101,0.021311
627,0.282101,0.0,0.0,0.002923,0.0,0.0,0.0,0.003032,0.0,0.0,0.002678,0.0,0.006232,0.0,0.004226,0.003185,0.0,0.003123,0.002163,0.000952,0.000598,0.000999,0.001872,0.004125,0.001703,0.002442,0.003922,0.001893,0.041606,1.537618,0.141626,0.009062,0.006023,0.007225,0.014211,0.698798,6.322249,0.012595,0.026946,0.014363,1.788269,0.009456,1.153155,0.088694,3.750639,4.621856,3.228839,0.007749,0.99425,1.687841,6.541511,6.957937,0.5592,0.967845,0.700781,0.3732,0.766779,0.3955,0.961677,0.63815,0.012625,0.007833,0.008689,0.020427
628,0.281471,0.0,0.0,0.004024,0.0,0.0,0.0,0.00235,0.0,0.0,0.003834,0.0,0.004498,0.0,0.000525,0.004919,0.0,0.003382,0.001381,5.7e-05,0.000523,0.000719,0.001392,0.003443,0.001222,0.001855,0.002639,0.003767,0.041761,1.474223,0.128341,0.00387,0.004113,0.004577,0.006872,0.639545,6.057872,0.016131,0.011314,0.011139,1.721732,0.00683,1.107245,0.077006,3.586551,4.424617,3.094829,0.006154,0.956811,1.617136,6.27093,6.670827,0.535285,0.922884,0.668651,0.359171,0.73357,0.378105,0.921678,0.609917,0.018218,0.009024,0.010782,0.020386
629,0.274087,0.0,0.0,0.00113,0.0,0.0,0.0,0.003439,0.0,0.0,0.002884,0.0,0.003403,0.0,0.003124,0.003749,0.0,0.00255,0.000592,0.000989,0.000889,0.000729,0.001772,0.003606,0.000624,0.001204,0.002089,0.002735,0.039031,1.46689,0.132337,0.004337,0.00276,0.004665,0.005548,0.66599,6.037827,0.016315,0.01178,0.010836,1.71482,0.00626,1.097042,0.076514,3.569009,4.415862,3.083261,0.007751,0.949588,1.617013,6.251521,6.629819,0.53669,0.923321,0.673241,0.357883,0.729736,0.380104,0.908137,0.602489,0.016184,0.014554,0.010226,0.018034
630,0.272997,0.0,0.0,0.010469,0.0,0.0,0.0,0.020523,0.0,0.0,0.025606,0.0,0.017128,0.0,0.00667,0.002337,0.0,0.002045,0.001401,0.001819,0.000535,0.00082,0.001379,0.001349,0.001631,0.001201,0.001681,0.004456,0.045813,1.432619,0.202078,0.007991,0.006135,0.003335,0.004067,0.286606,6.481101,0.021831,0.01954,0.091785,1.694636,0.006821,1.073935,0.285439,2.224022,4.874508,2.740296,0.019376,0.976283,1.724758,5.742543,6.697989,0.520823,0.881433,0.686184,0.371835,0.606458,0.329669,0.898651,0.496219,0.018106,0.010171,0.011651,0.02145
631,0.273477,0.0,0.0,0.01685,0.0,0.0,0.0,0.017891,0.0,0.0,0.020682,0.0,0.009269,0.0,0.004654,0.002888,0.0,0.001392,0.00203,0.002282,0.001297,0.0012,0.000335,0.00053,0.00109,0.002482,0.001677,0.003254,0.041335,1.418475,0.214653,0.003156,0.004321,0.002726,0.003073,0.182616,6.594292,0.014673,0.020184,0.059596,1.654653,0.005851,1.138727,0.340808,1.773165,4.867965,2.819763,0.018573,1.014438,1.602873,6.307047,6.492605,0.594482,0.919082,0.789015,0.321364,0.734613,0.366252,0.953453,0.500818,0.012357,0.016681,0.009928,0.019482
632,0.264862,0.0,0.0,0.003701,0.0,0.0,0.0,0.007082,0.0,0.0,0.005141,0.0,0.002653,0.0,0.004678,0.003397,0.0,0.001137,0.001534,0.001532,0.001085,0.001193,0.000657,0.000609,0.002909,0.004334,0.00197,0.001761,0.035667,1.4754,0.116988,0.005674,0.006641,0.003195,0.008689,0.838984,5.889627,0.023776,0.023775,0.077815,1.701598,0.020192,1.120532,0.072168,3.827693,4.097424,2.947694,0.018314,0.956578,1.564885,5.693393,6.441861,0.540243,0.792761,0.674225,0.277423,0.630676,0.297761,0.853792,0.46024,0.015639,0.011161,0.012162,0.024055
633,0.277888,0.0,0.0,0.001798,0.0,0.0,0.0,0.002128,0.0,0.0,0.003034,0.0,0.003427,0.0,0.000247,0.00303,0.0,0.002361,0.000748,0.001831,0.00095,0.001066,0.001236,0.001246,0.000301,0.00148,0.002584,0.002853,0.026051,1.512698,0.058111,0.003461,0.003004,0.005841,0.005378,1.577165,5.878919,0.015918,0.015214,0.270104,1.493186,0.00506,1.100383,0.040518,4.507298,2.153475,3.000426,0.011366,0.912109,1.518742,5.815336,6.676918,0.596068,0.863064,0.698997,0.346765,0.720947,0.343109,0.986539,0.598981,0.014692,0.012882,0.008444,0.021203
634,0.275816,0.0,0.0,0.008666,0.0,0.0,0.0,0.006239,0.0,0.0,0.001969,0.0,0.00263,0.0,0.003856,0.002914,0.0,0.000991,0.000969,0.001431,0.000336,0.002687,0.002031,0.002023,0.002324,0.002353,0.00088,0.003189,0.038646,1.493491,0.098243,0.004426,0.005815,0.004401,0.005531,1.069434,5.561845,0.026099,0.024255,0.130596,1.64296,0.017986,1.136241,0.05278,4.262596,3.430391,2.64045,0.024704,0.941636,1.727935,5.615494,5.832005,0.557136,0.852289,0.636296,0.322778,0.64586,0.307678,0.856374,0.459037,0.011009,0.011403,0.007156,0.018558
635,0.287582,0.0,0.0,0.028751,0.0,0.0,0.0,0.034388,0.0,0.0,0.026297,0.0,0.026889,0.0,0.017628,0.005428,0.0,0.001869,0.001891,0.003576,0.001131,0.004226,0.000526,0.003959,0.025953,0.103349,0.080308,0.086317,0.03544,1.298142,0.232,0.037862,0.107539,0.067953,0.050399,0.573048,5.798033,0.027464,0.062853,0.136879,1.515418,0.061803,0.95002,0.288084,2.154026,4.355075,2.504207,0.13356,0.827724,1.546741,5.039325,5.945722,0.513511,0.778233,0.628585,0.288394,0.54216,0.284241,0.779865,0.45162,0.011274,0.010132,0.010651,0.018914
636,0.340882,0.0,0.0,0.056003,0.0,0.0,0.0,0.033745,0.0,0.0,0.023711,0.0,0.031173,0.0,0.030657,0.012986,0.0,0.010004,0.011284,0.010733,0.011255,0.0202,0.023378,0.020141,0.089619,0.308199,0.147335,0.767086,1.883584,0.663662,0.147096,0.04961,0.278732,0.21217,1.508305,1.45572,2.645345,0.163512,3.279789,1.452216,0.761478,0.536867,0.498685,2.363613,0.98824,2.351565,1.422423,1.894579,1.325985,0.707018,2.568388,2.631635,1.815006,0.924743,1.081062,0.536988,0.324969,0.183934,0.368784,0.253501,0.010409,0.010558,0.008864,0.017093
637,0.270376,0.0,0.0,0.023233,0.0,0.0,0.0,0.015602,0.0,0.0,0.006128,0.0,0.011325,0.0,0.015742,0.003911,0.0,0.0015,0.001845,0.004198,0.004429,0.00649,0.005287,0.007157,0.014211,0.016965,0.01338,0.20232,4.483665,0.229076,0.026526,0.005511,0.008486,0.007366,2.276687,3.030977,0.773257,0.013772,6.742932,2.135808,0.220058,1.164127,0.155442,4.772777,0.565625,5.756189,1.382209,3.276011,2.638379,0.21835,5.174085,3.293729,2.393983,1.576439,2.424511,1.179516,0.655371,0.268986,0.286295,0.204617,0.0093,0.009267,0.007875,0.03475
638,0.245005,0.0,0.0,0.010756,0.0,0.0,0.0,0.023205,0.0,0.0,0.019972,0.0,0.031372,0.0,0.020678,0.003035,0.0,0.00239,0.002769,0.002044,0.004374,0.00509,0.008655,0.006466,0.00661,0.025383,0.014701,0.073256,4.469957,0.08142,0.004431,0.003515,0.0066,0.012282,1.60079,3.073722,0.240733,0.005534,7.061085,3.703302,0.059217,1.276093,0.050081,5.415387,0.183591,6.143129,0.341366,3.342879,2.591487,0.067617,4.945027,3.151192,2.316959,1.649406,2.347047,1.891412,0.612035,0.241398,0.24577,0.176233,0.007813,0.012278,0.008875,0.035988
639,0.223568,0.0,0.0,0.016876,0.0,0.0,0.0,0.006422,0.0,0.0,0.014901,0.0,0.025292,0.0,0.022148,0.00547,0.0,0.001567,0.001874,0.006046,0.006964,0.002593,0.003091,0.005279,0.005916,0.008081,0.012528,0.091271,4.244069,0.127731,0.006706,0.006614,0.012593,0.009868,1.040768,2.846021,0.065194,0.003987,6.24798,5.007865,0.021638,1.059931,0.030423,4.739361,0.063085,5.701947,0.110179,3.230775,2.569244,0.024017,4.866717,3.026072,2.119229,2.056543,2.381302,2.551642,0.659383,0.242776,0.297015,0.206667,0.01104,0.010421,0.008932,0.035582
640,0.197884,0.0,0.0,0.011437,0.0,0.0,0.0,0.015741,0.0,0.0,0.018003,0.0,0.013515,0.0,0.005281,0.00156,0.0,0.000392,0.002079,0.003858,0.00209,0.004496,0.00653,0.004209,0.004821,0.010198,0.003662,0.069059,4.049388,0.11898,0.005214,0.005358,0.006943,0.007258,0.960256,2.697528,0.010821,0.004076,5.871106,4.916085,0.031709,1.011249,0.020221,4.661552,0.127579,5.589488,0.015258,3.142312,2.469884,0.024582,4.544465,2.739435,2.063798,2.129954,2.385387,2.507708,0.612301,0.24416,0.304469,0.202511,0.0086,0.011338,0.007826,0.030535
641,0.201347,0.0,0.0,0.007974,0.0,0.0,0.0,0.008319,0.0,0.0,0.003759,0.0,0.009378,0.0,0.01106,0.001828,0.0,0.001629,0.003199,0.001777,0.001262,0.006049,0.006271,0.00319,0.005935,0.007799,0.009744,0.069332,3.902927,0.111163,0.006251,0.005786,0.01046,0.005395,0.923185,2.598727,0.008117,0.004692,5.669097,4.753267,0.033453,0.971867,0.0175,4.497503,0.132983,5.393027,0.022211,3.036878,2.384384,0.020757,4.382283,2.641633,1.996071,2.049203,2.302116,2.410622,0.597919,0.246797,0.302566,0.195532,0.010473,0.010224,0.011377,0.028442
642,0.196774,0.0,0.0,0.002686,0.0,0.0,0.0,0.010307,0.0,0.0,0.007216,0.0,0.008728,0.0,0.013526,0.002933,0.0,0.000579,0.000304,0.002381,0.002767,0.008121,0.006473,0.002394,0.006398,0.007719,0.01576,0.065079,3.761259,0.111681,0.011726,0.00894,0.008734,0.009746,0.893242,2.510191,0.007394,0.005405,5.467081,4.576113,0.028256,0.93807,0.02087,4.333226,0.132344,5.195696,0.019665,2.926391,2.292285,0.024978,4.225228,2.556689,1.923854,1.97068,2.228375,2.330249,0.569892,0.234176,0.291252,0.195048,0.011985,0.011506,0.008786,0.027891
643,0.1935,0.0,0.0,0.013263,0.0,0.0,0.0,0.01683,0.0,0.0,0.019431,0.0,0.011281,0.0,0.007467,0.000859,0.0,0.000888,0.000579,0.001831,0.002887,0.003191,0.004328,0.001316,0.004123,0.006407,0.006326,0.070164,3.622683,0.094688,0.005135,0.002319,0.004491,0.004283,0.85125,2.41495,0.005709,0.002833,5.261594,4.392582,0.018194,0.903417,0.017878,4.16869,0.121365,4.996568,0.015677,2.809911,2.206673,0.016168,4.060023,2.45518,1.852935,1.91088,2.135806,2.241345,0.55031,0.217232,0.27415,0.178069,0.012298,0.013869,0.010713,0.026805
644,0.18285,0.0,0.0,0.002883,0.0,0.0,0.0,0.005493,0.0,0.0,0.007458,0.0,0.001708,0.0,0.004647,0.001285,0.0,0.000902,0.00098,0.000322,0.001004,0.002867,0.003996,0.00126,0.001891,0.003631,0.005768,0.060434,3.607546,0.103876,0.004292,0.001684,0.005398,0.002981,0.852117,2.398141,0.004414,0.00165,5.226845,4.386883,0.026547,0.904701,0.017313,4.163573,0.120564,4.987034,0.020954,2.802632,2.199365,0.012897,4.031439,2.431964,1.852765,1.900144,2.119307,2.226153,0.545203,0.214532,0.26879,0.17342,0.009777,0.01154,0.011405,0.03028
645,0.200098,0.0,0.0,0.013168,0.0,0.0,0.0,0.015815,0.0,0.0,0.011145,0.0,0.007126,0.0,0.008607,0.002709,0.0,0.000538,0.001943,0.000945,0.000888,0.001549,0.0019,0.001773,0.002605,0.005067,0.008614,0.100868,3.588508,0.218242,0.010073,0.004438,0.006571,0.004786,0.589169,2.27207,0.00648,0.002079,4.521505,5.143943,0.014498,1.031572,0.027485,4.509418,0.234866,4.952674,0.088557,2.469205,2.044097,0.015237,4.212102,2.59019,1.743559,1.840148,2.005681,1.979924,0.534236,0.226634,0.244743,0.159691,0.01541,0.011307,0.008349,0.028951
